race,pseudoScore,repayRate,y,canPay,y_all
white,560,0.6799521777323727,15,TRUE,15
white,560,0.6799521777323727,16,TRUE,16
white,560,0.6799521777323727,17,TRUE,17
white,560,0.6799521777323727,18,TRUE,18
white,570,0.7071419824132282,1,TRUE,1
white,570,0.7071419824132282,2,TRUE,2
white,570,0.7071419824132282,3,TRUE,3
white,570,0.7071419824132282,4,TRUE,4
white,570,0.7071419824132282,5,TRUE,5
white,570,0.7071419824132282,6,TRUE,6
white,570,0.7071419824132282,7,TRUE,7
white,570,0.7071419824132282,8,TRUE,8
white,570,0.7071419824132282,9,TRUE,9
white,570,0.7071419824132282,10,TRUE,10
white,570,0.7071419824132282,11,TRUE,11
white,570,0.7071419824132282,12,TRUE,12
white,570,0.7071419824132282,13,TRUE,13
white,570,0.7071419824132282,14,TRUE,14
white,570,0.7071419824132282,15,TRUE,15
white,570,0.7071419824132282,16,TRUE,16
white,570,0.7071419824132282,17,TRUE,17
white,570,0.7071419824132282,18,TRUE,18
white,570,0.7071419824132282,19,TRUE,19
white,580,0.7329291536926648,1,TRUE,1
white,580,0.7329291536926648,2,TRUE,2
white,580,0.7329291536926648,3,TRUE,3
white,580,0.7329291536926648,4,TRUE,4
white,580,0.7329291536926648,5,TRUE,5
white,580,0.7329291536926648,6,TRUE,6
white,580,0.7329291536926648,7,TRUE,7
white,580,0.7329291536926648,8,TRUE,8
white,580,0.7329291536926648,9,TRUE,9
white,580,0.7329291536926648,10,TRUE,10
white,580,0.7329291536926648,11,TRUE,11
white,580,0.7329291536926648,12,TRUE,12
white,580,0.7329291536926648,13,TRUE,13
white,580,0.7329291536926648,14,TRUE,14
white,580,0.7329291536926648,15,TRUE,15
white,580,0.7329291536926648,16,TRUE,16
white,580,0.7329291536926648,17,TRUE,17
white,580,0.7329291536926648,18,TRUE,18
white,580,0.7329291536926648,19,TRUE,19
white,580,0.7329291536926648,20,TRUE,20
white,580,0.7329291536926648,21,TRUE,21
white,590,0.7572252303013973,1,TRUE,1
white,590,0.7572252303013973,2,TRUE,2
white,590,0.7572252303013973,3,TRUE,3
white,590,0.7572252303013973,4,TRUE,4
white,590,0.7572252303013973,5,TRUE,5
white,590,0.7572252303013973,6,TRUE,6
white,590,0.7572252303013973,7,TRUE,7
white,590,0.7572252303013973,8,TRUE,8
white,590,0.7572252303013973,9,TRUE,9
white,590,0.7572252303013973,10,TRUE,10
white,590,0.7572252303013973,11,TRUE,11
white,590,0.7572252303013973,12,TRUE,12
white,590,0.7572252303013973,13,TRUE,13
white,590,0.7572252303013973,14,TRUE,14
white,590,0.7572252303013973,15,TRUE,15
white,590,0.7572252303013973,16,TRUE,16
white,590,0.7572252303013973,17,TRUE,17
white,590,0.7572252303013973,18,TRUE,18
white,590,0.7572252303013973,19,TRUE,19
white,590,0.7572252303013973,20,TRUE,20
white,590,0.7572252303013973,21,TRUE,21
white,590,0.7572252303013973,22,TRUE,22
white,590,0.7572252303013973,23,TRUE,23
white,600,0.7799745585672777,1,TRUE,1
white,600,0.7799745585672777,2,TRUE,2
white,600,0.7799745585672777,3,TRUE,3
white,600,0.7799745585672777,4,TRUE,4
white,600,0.7799745585672777,5,TRUE,5
white,600,0.7799745585672777,6,TRUE,6
white,600,0.7799745585672777,7,TRUE,7
white,600,0.7799745585672777,8,TRUE,8
white,600,0.7799745585672777,9,TRUE,9
white,600,0.7799745585672777,10,TRUE,10
white,600,0.7799745585672777,11,TRUE,11
white,600,0.7799745585672777,12,TRUE,12
white,600,0.7799745585672777,13,TRUE,13
white,600,0.7799745585672777,14,TRUE,14
white,600,0.7799745585672777,15,TRUE,15
white,600,0.7799745585672777,16,TRUE,16
white,600,0.7799745585672777,17,TRUE,17
white,600,0.7799745585672777,18,TRUE,18
white,600,0.7799745585672777,19,TRUE,19
white,600,0.7799745585672777,20,TRUE,20
white,600,0.7799745585672777,21,TRUE,21
white,600,0.7799745585672777,22,TRUE,22
white,600,0.7799745585672777,23,TRUE,23
white,600,0.7799745585672777,24,TRUE,24
white,600,0.7799745585672777,25,TRUE,25
white,600,0.7799745585672777,26,TRUE,26
white,610,0.8011519460327962,1,TRUE,1
white,610,0.8011519460327962,2,TRUE,2
white,610,0.8011519460327962,3,TRUE,3
white,610,0.8011519460327962,4,TRUE,4
white,610,0.8011519460327962,5,TRUE,5
white,610,0.8011519460327962,6,TRUE,6
white,610,0.8011519460327962,7,TRUE,7
white,610,0.8011519460327962,8,TRUE,8
white,610,0.8011519460327962,9,TRUE,9
white,610,0.8011519460327962,10,TRUE,10
white,610,0.8011519460327962,11,TRUE,11
white,610,0.8011519460327962,12,TRUE,12
white,610,0.8011519460327962,13,TRUE,13
white,610,0.8011519460327962,14,TRUE,14
white,610,0.8011519460327962,15,TRUE,15
white,610,0.8011519460327962,16,TRUE,16
white,610,0.8011519460327962,17,TRUE,17
white,610,0.8011519460327962,18,TRUE,18
white,610,0.8011519460327962,19,TRUE,19
white,610,0.8011519460327962,20,TRUE,20
white,610,0.8011519460327962,21,TRUE,21
white,610,0.8011519460327962,22,TRUE,22
white,610,0.8011519460327962,23,TRUE,23
white,610,0.8011519460327962,24,TRUE,24
white,610,0.8011519460327962,25,TRUE,25
white,610,0.8011519460327962,26,TRUE,26
white,610,0.8011519460327962,27,TRUE,27
white,620,0.8207594275685549,1,TRUE,1
white,620,0.8207594275685549,2,TRUE,2
white,620,0.8207594275685549,3,TRUE,3
white,620,0.8207594275685549,4,TRUE,4
white,620,0.8207594275685549,5,TRUE,5
white,620,0.8207594275685549,6,TRUE,6
white,620,0.8207594275685549,7,TRUE,7
white,620,0.8207594275685549,8,TRUE,8
white,620,0.8207594275685549,9,TRUE,9
white,620,0.8207594275685549,10,TRUE,10
white,620,0.8207594275685549,11,TRUE,11
white,620,0.8207594275685549,12,TRUE,12
white,620,0.8207594275685549,13,TRUE,13
white,620,0.8207594275685549,14,TRUE,14
white,620,0.8207594275685549,15,TRUE,15
white,620,0.8207594275685549,16,TRUE,16
white,620,0.8207594275685549,17,TRUE,17
white,620,0.8207594275685549,18,TRUE,18
white,620,0.8207594275685549,19,TRUE,19
white,620,0.8207594275685549,20,TRUE,20
white,620,0.8207594275685549,21,TRUE,21
white,620,0.8207594275685549,22,TRUE,22
white,620,0.8207594275685549,23,TRUE,23
white,620,0.8207594275685549,24,TRUE,24
white,620,0.8207594275685549,25,TRUE,25
white,620,0.8207594275685549,26,TRUE,26
white,620,0.8207594275685549,27,TRUE,27
white,620,0.8207594275685549,28,TRUE,28
white,620,0.8207594275685549,29,TRUE,29
white,620,0.8207594275685549,30,TRUE,30
white,630,0.8388224727816104,1,TRUE,1
white,630,0.8388224727816104,2,TRUE,2
white,630,0.8388224727816104,3,TRUE,3
white,630,0.8388224727816104,4,TRUE,4
white,630,0.8388224727816104,5,TRUE,5
white,630,0.8388224727816104,6,TRUE,6
white,630,0.8388224727816104,7,TRUE,7
white,630,0.8388224727816104,8,TRUE,8
white,630,0.8388224727816104,9,TRUE,9
white,630,0.8388224727816104,10,TRUE,10
white,630,0.8388224727816104,11,TRUE,11
white,630,0.8388224727816104,12,TRUE,12
white,630,0.8388224727816104,13,TRUE,13
white,630,0.8388224727816104,14,TRUE,14
white,630,0.8388224727816104,15,TRUE,15
white,630,0.8388224727816104,16,TRUE,16
white,630,0.8388224727816104,17,TRUE,17
white,630,0.8388224727816104,18,TRUE,18
white,630,0.8388224727816104,19,TRUE,19
white,630,0.8388224727816104,20,TRUE,20
white,630,0.8388224727816104,21,TRUE,21
white,630,0.8388224727816104,22,TRUE,22
white,630,0.8388224727816104,23,TRUE,23
white,630,0.8388224727816104,24,TRUE,24
white,630,0.8388224727816104,25,TRUE,25
white,630,0.8388224727816104,26,TRUE,26
white,630,0.8388224727816104,27,TRUE,27
white,630,0.8388224727816104,28,TRUE,28
white,630,0.8388224727816104,29,TRUE,29
white,630,0.8388224727816104,30,TRUE,30
white,630,0.8388224727816104,31,TRUE,31
white,630,0.8388224727816104,32,TRUE,32
white,630,0.8388224727816104,33,TRUE,33
white,640,0.8553859374023411,1,TRUE,1
white,640,0.8553859374023411,2,TRUE,2
white,640,0.8553859374023411,3,TRUE,3
white,640,0.8553859374023411,4,TRUE,4
white,640,0.8553859374023411,5,TRUE,5
white,640,0.8553859374023411,6,TRUE,6
white,640,0.8553859374023411,7,TRUE,7
white,640,0.8553859374023411,8,TRUE,8
white,640,0.8553859374023411,9,TRUE,9
white,640,0.8553859374023411,10,TRUE,10
white,640,0.8553859374023411,11,TRUE,11
white,640,0.8553859374023411,12,TRUE,12
white,640,0.8553859374023411,13,TRUE,13
white,640,0.8553859374023411,14,TRUE,14
white,640,0.8553859374023411,15,TRUE,15
white,640,0.8553859374023411,16,TRUE,16
white,640,0.8553859374023411,17,TRUE,17
white,640,0.8553859374023411,18,TRUE,18
white,640,0.8553859374023411,19,TRUE,19
white,640,0.8553859374023411,20,TRUE,20
white,640,0.8553859374023411,21,TRUE,21
white,640,0.8553859374023411,22,TRUE,22
white,640,0.8553859374023411,23,TRUE,23
white,640,0.8553859374023411,24,TRUE,24
white,640,0.8553859374023411,25,TRUE,25
white,640,0.8553859374023411,26,TRUE,26
white,640,0.8553859374023411,27,TRUE,27
white,640,0.8553859374023411,28,TRUE,28
white,640,0.8553859374023411,29,TRUE,29
white,640,0.8553859374023411,30,TRUE,30
white,640,0.8553859374023411,31,TRUE,31
white,640,0.8553859374023411,32,TRUE,32
white,640,0.8553859374023411,33,TRUE,33
white,640,0.8553859374023411,34,TRUE,34
white,640,0.8553859374023411,35,TRUE,35
white,640,0.8553859374023411,36,TRUE,36
white,640,0.8553859374023411,37,TRUE,37
white,640,0.8553859374023411,38,TRUE,38
white,650,0.8705100146975823,1,TRUE,1
white,650,0.8705100146975823,2,TRUE,2
white,650,0.8705100146975823,3,TRUE,3
white,650,0.8705100146975823,4,TRUE,4
white,650,0.8705100146975823,5,TRUE,5
white,650,0.8705100146975823,6,TRUE,6
white,650,0.8705100146975823,7,TRUE,7
white,650,0.8705100146975823,8,TRUE,8
white,650,0.8705100146975823,9,TRUE,9
white,650,0.8705100146975823,10,TRUE,10
white,650,0.8705100146975823,11,TRUE,11
white,650,0.8705100146975823,12,TRUE,12
white,650,0.8705100146975823,13,TRUE,13
white,650,0.8705100146975823,14,TRUE,14
white,650,0.8705100146975823,15,TRUE,15
white,650,0.8705100146975823,16,TRUE,16
white,650,0.8705100146975823,17,TRUE,17
white,650,0.8705100146975823,18,TRUE,18
white,650,0.8705100146975823,19,TRUE,19
white,650,0.8705100146975823,20,TRUE,20
white,650,0.8705100146975823,21,TRUE,21
white,650,0.8705100146975823,22,TRUE,22
white,650,0.8705100146975823,23,TRUE,23
white,650,0.8705100146975823,24,TRUE,24
white,650,0.8705100146975823,25,TRUE,25
white,650,0.8705100146975823,26,TRUE,26
white,650,0.8705100146975823,27,TRUE,27
white,650,0.8705100146975823,28,TRUE,28
white,650,0.8705100146975823,29,TRUE,29
white,650,0.8705100146975823,30,TRUE,30
white,650,0.8705100146975823,31,TRUE,31
white,650,0.8705100146975823,32,TRUE,32
white,650,0.8705100146975823,33,TRUE,33
white,650,0.8705100146975823,34,TRUE,34
white,650,0.8705100146975823,35,TRUE,35
white,650,0.8705100146975823,36,TRUE,36
white,650,0.8705100146975823,37,TRUE,37
white,650,0.8705100146975823,38,TRUE,38
white,650,0.8705100146975823,39,TRUE,39
white,650,0.8705100146975823,40,TRUE,40
white,660,0.8842663859386121,1,TRUE,1
white,660,0.8842663859386121,2,TRUE,2
white,660,0.8842663859386121,3,TRUE,3
white,660,0.8842663859386121,4,TRUE,4
white,660,0.8842663859386121,5,TRUE,5
white,660,0.8842663859386121,6,TRUE,6
white,660,0.8842663859386121,7,TRUE,7
white,660,0.8842663859386121,8,TRUE,8
white,660,0.8842663859386121,9,TRUE,9
white,660,0.8842663859386121,10,TRUE,10
white,660,0.8842663859386121,11,TRUE,11
white,660,0.8842663859386121,12,TRUE,12
white,660,0.8842663859386121,13,TRUE,13
white,660,0.8842663859386121,14,TRUE,14
white,660,0.8842663859386121,15,TRUE,15
white,660,0.8842663859386121,16,TRUE,16
white,660,0.8842663859386121,17,TRUE,17
white,660,0.8842663859386121,18,TRUE,18
white,660,0.8842663859386121,19,TRUE,19
white,660,0.8842663859386121,20,TRUE,20
white,660,0.8842663859386121,21,TRUE,21
white,660,0.8842663859386121,22,TRUE,22
white,660,0.8842663859386121,23,TRUE,23
white,660,0.8842663859386121,24,TRUE,24
white,660,0.8842663859386121,25,TRUE,25
white,660,0.8842663859386121,26,TRUE,26
white,660,0.8842663859386121,27,TRUE,27
white,660,0.8842663859386121,28,TRUE,28
white,660,0.8842663859386121,29,TRUE,29
white,660,0.8842663859386121,30,TRUE,30
white,660,0.8842663859386121,31,TRUE,31
white,660,0.8842663859386121,32,TRUE,32
white,660,0.8842663859386121,33,TRUE,33
white,660,0.8842663859386121,34,TRUE,34
white,660,0.8842663859386121,35,TRUE,35
white,660,0.8842663859386121,36,TRUE,36
white,660,0.8842663859386121,37,TRUE,37
white,660,0.8842663859386121,38,TRUE,38
white,660,0.8842663859386121,39,TRUE,39
white,660,0.8842663859386121,40,TRUE,40
white,660,0.8842663859386121,41,TRUE,41
white,660,0.8842663859386121,42,TRUE,42
white,660,0.8842663859386121,43,TRUE,43
white,670,0.8967347101131449,1,TRUE,1
white,670,0.8967347101131449,2,TRUE,2
white,670,0.8967347101131449,3,TRUE,3
white,670,0.8967347101131449,4,TRUE,4
white,670,0.8967347101131449,5,TRUE,5
white,670,0.8967347101131449,6,TRUE,6
white,670,0.8967347101131449,7,TRUE,7
white,670,0.8967347101131449,8,TRUE,8
white,670,0.8967347101131449,9,TRUE,9
white,670,0.8967347101131449,10,TRUE,10
white,670,0.8967347101131449,11,TRUE,11
white,670,0.8967347101131449,12,TRUE,12
white,670,0.8967347101131449,13,TRUE,13
white,670,0.8967347101131449,14,TRUE,14
white,670,0.8967347101131449,15,TRUE,15
white,670,0.8967347101131449,16,TRUE,16
white,670,0.8967347101131449,17,TRUE,17
white,670,0.8967347101131449,18,TRUE,18
white,670,0.8967347101131449,19,TRUE,19
white,670,0.8967347101131449,20,TRUE,20
white,670,0.8967347101131449,21,TRUE,21
white,670,0.8967347101131449,22,TRUE,22
white,670,0.8967347101131449,23,TRUE,23
white,670,0.8967347101131449,24,TRUE,24
white,670,0.8967347101131449,25,TRUE,25
white,670,0.8967347101131449,26,TRUE,26
white,670,0.8967347101131449,27,TRUE,27
white,670,0.8967347101131449,28,TRUE,28
white,670,0.8967347101131449,29,TRUE,29
white,670,0.8967347101131449,30,TRUE,30
white,670,0.8967347101131449,31,TRUE,31
white,670,0.8967347101131449,32,TRUE,32
white,670,0.8967347101131449,33,TRUE,33
white,670,0.8967347101131449,34,TRUE,34
white,670,0.8967347101131449,35,TRUE,35
white,670,0.8967347101131449,36,TRUE,36
white,670,0.8967347101131449,37,TRUE,37
white,670,0.8967347101131449,38,TRUE,38
white,670,0.8967347101131449,39,TRUE,39
white,670,0.8967347101131449,40,TRUE,40
white,670,0.8967347101131449,41,TRUE,41
white,670,0.8967347101131449,42,TRUE,42
white,670,0.8967347101131449,43,TRUE,43
white,670,0.8967347101131449,44,TRUE,44
white,670,0.8967347101131449,45,TRUE,45
white,670,0.8967347101131449,46,TRUE,46
white,680,0.9079995386609249,1,TRUE,1
white,680,0.9079995386609249,2,TRUE,2
white,680,0.9079995386609249,3,TRUE,3
white,680,0.9079995386609249,4,TRUE,4
white,680,0.9079995386609249,5,TRUE,5
white,680,0.9079995386609249,6,TRUE,6
white,680,0.9079995386609249,7,TRUE,7
white,680,0.9079995386609249,8,TRUE,8
white,680,0.9079995386609249,9,TRUE,9
white,680,0.9079995386609249,10,TRUE,10
white,680,0.9079995386609249,11,TRUE,11
white,680,0.9079995386609249,12,TRUE,12
white,680,0.9079995386609249,13,TRUE,13
white,680,0.9079995386609249,14,TRUE,14
white,680,0.9079995386609249,15,TRUE,15
white,680,0.9079995386609249,16,TRUE,16
white,680,0.9079995386609249,17,TRUE,17
white,680,0.9079995386609249,18,TRUE,18
white,680,0.9079995386609249,19,TRUE,19
white,680,0.9079995386609249,20,TRUE,20
white,680,0.9079995386609249,21,TRUE,21
white,680,0.9079995386609249,22,TRUE,22
white,680,0.9079995386609249,23,TRUE,23
white,680,0.9079995386609249,24,TRUE,24
white,680,0.9079995386609249,25,TRUE,25
white,680,0.9079995386609249,26,TRUE,26
white,680,0.9079995386609249,27,TRUE,27
white,680,0.9079995386609249,28,TRUE,28
white,680,0.9079995386609249,29,TRUE,29
white,680,0.9079995386609249,30,TRUE,30
white,680,0.9079995386609249,31,TRUE,31
white,680,0.9079995386609249,32,TRUE,32
white,680,0.9079995386609249,33,TRUE,33
white,680,0.9079995386609249,34,TRUE,34
white,680,0.9079995386609249,35,TRUE,35
white,680,0.9079995386609249,36,TRUE,36
white,680,0.9079995386609249,37,TRUE,37
white,680,0.9079995386609249,38,TRUE,38
white,680,0.9079995386609249,39,TRUE,39
white,680,0.9079995386609249,40,TRUE,40
white,680,0.9079995386609249,41,TRUE,41
white,680,0.9079995386609249,42,TRUE,42
white,680,0.9079995386609249,43,TRUE,43
white,680,0.9079995386609249,44,TRUE,44
white,680,0.9079995386609249,45,TRUE,45
white,680,0.9079995386609249,46,TRUE,46
white,680,0.9079995386609249,47,TRUE,47
white,680,0.9079995386609249,48,TRUE,48
white,680,0.9079995386609249,49,TRUE,49
white,680,0.9079995386609249,50,TRUE,50
white,680,0.9079995386609249,51,TRUE,51
white,680,0.9079995386609249,52,TRUE,52
white,690,0.9181476948558157,1,TRUE,1
white,690,0.9181476948558157,2,TRUE,2
white,690,0.9181476948558157,3,TRUE,3
white,690,0.9181476948558157,4,TRUE,4
white,690,0.9181476948558157,5,TRUE,5
white,690,0.9181476948558157,6,TRUE,6
white,690,0.9181476948558157,7,TRUE,7
white,690,0.9181476948558157,8,TRUE,8
white,690,0.9181476948558157,9,TRUE,9
white,690,0.9181476948558157,10,TRUE,10
white,690,0.9181476948558157,11,TRUE,11
white,690,0.9181476948558157,12,TRUE,12
white,690,0.9181476948558157,13,TRUE,13
white,690,0.9181476948558157,14,TRUE,14
white,690,0.9181476948558157,15,TRUE,15
white,690,0.9181476948558157,16,TRUE,16
white,690,0.9181476948558157,17,TRUE,17
white,690,0.9181476948558157,18,TRUE,18
white,690,0.9181476948558157,19,TRUE,19
white,690,0.9181476948558157,20,TRUE,20
white,690,0.9181476948558157,21,TRUE,21
white,690,0.9181476948558157,22,TRUE,22
white,690,0.9181476948558157,23,TRUE,23
white,690,0.9181476948558157,24,TRUE,24
white,690,0.9181476948558157,25,TRUE,25
white,690,0.9181476948558157,26,TRUE,26
white,690,0.9181476948558157,27,TRUE,27
white,690,0.9181476948558157,28,TRUE,28
white,690,0.9181476948558157,29,TRUE,29
white,690,0.9181476948558157,30,TRUE,30
white,690,0.9181476948558157,31,TRUE,31
white,690,0.9181476948558157,32,TRUE,32
white,690,0.9181476948558157,33,TRUE,33
white,690,0.9181476948558157,34,TRUE,34
white,690,0.9181476948558157,35,TRUE,35
white,690,0.9181476948558157,36,TRUE,36
white,690,0.9181476948558157,37,TRUE,37
white,690,0.9181476948558157,38,TRUE,38
white,690,0.9181476948558157,39,TRUE,39
white,690,0.9181476948558157,40,TRUE,40
white,690,0.9181476948558157,41,TRUE,41
white,690,0.9181476948558157,42,TRUE,42
white,690,0.9181476948558157,43,TRUE,43
white,690,0.9181476948558157,44,TRUE,44
white,690,0.9181476948558157,45,TRUE,45
white,690,0.9181476948558157,46,TRUE,46
white,690,0.9181476948558157,47,TRUE,47
white,690,0.9181476948558157,48,TRUE,48
white,690,0.9181476948558157,49,TRUE,49
white,690,0.9181476948558157,50,TRUE,50
white,690,0.9181476948558157,51,TRUE,51
white,690,0.9181476948558157,52,TRUE,52
white,700,0.9272661212541891,1,TRUE,1
white,700,0.9272661212541891,2,TRUE,2
white,700,0.9272661212541891,3,TRUE,3
white,700,0.9272661212541891,4,TRUE,4
white,700,0.9272661212541891,5,TRUE,5
white,700,0.9272661212541891,6,TRUE,6
white,700,0.9272661212541891,7,TRUE,7
white,700,0.9272661212541891,8,TRUE,8
white,700,0.9272661212541891,9,TRUE,9
white,700,0.9272661212541891,10,TRUE,10
white,700,0.9272661212541891,11,TRUE,11
white,700,0.9272661212541891,12,TRUE,12
white,700,0.9272661212541891,13,TRUE,13
white,700,0.9272661212541891,14,TRUE,14
white,700,0.9272661212541891,15,TRUE,15
white,700,0.9272661212541891,16,TRUE,16
white,700,0.9272661212541891,17,TRUE,17
white,700,0.9272661212541891,18,TRUE,18
white,700,0.9272661212541891,19,TRUE,19
white,700,0.9272661212541891,20,TRUE,20
white,700,0.9272661212541891,21,TRUE,21
white,700,0.9272661212541891,22,TRUE,22
white,700,0.9272661212541891,23,TRUE,23
white,700,0.9272661212541891,24,TRUE,24
white,700,0.9272661212541891,25,TRUE,25
white,700,0.9272661212541891,26,TRUE,26
white,700,0.9272661212541891,27,TRUE,27
white,700,0.9272661212541891,28,TRUE,28
white,700,0.9272661212541891,29,TRUE,29
white,700,0.9272661212541891,30,TRUE,30
white,700,0.9272661212541891,31,TRUE,31
white,700,0.9272661212541891,32,TRUE,32
white,700,0.9272661212541891,33,TRUE,33
white,700,0.9272661212541891,34,TRUE,34
white,700,0.9272661212541891,35,TRUE,35
white,700,0.9272661212541891,36,TRUE,36
white,700,0.9272661212541891,37,TRUE,37
white,700,0.9272661212541891,38,TRUE,38
white,700,0.9272661212541891,39,TRUE,39
white,700,0.9272661212541891,40,TRUE,40
white,700,0.9272661212541891,41,TRUE,41
white,700,0.9272661212541891,42,TRUE,42
white,700,0.9272661212541891,43,TRUE,43
white,700,0.9272661212541891,44,TRUE,44
white,700,0.9272661212541891,45,TRUE,45
white,700,0.9272661212541891,46,TRUE,46
white,700,0.9272661212541891,47,TRUE,47
white,700,0.9272661212541891,48,TRUE,48
white,700,0.9272661212541891,49,TRUE,49
white,700,0.9272661212541891,50,TRUE,50
